source,target,weight,distance,electrode
e12_t237,e12_t238,0.3333,1,P7
e12_t241,e12_t242,0.2,1,P7
e12_t241,e12_t246,0.0667,5,P7
e12_t242,e12_t243,0.2667,1,P7
e12_t242,e12_t246,0.0667,4,P7
e12_t243,e12_t245,0.0667,2,P7
e12_t248,e12_t249,0.2,1,P7
e12_t249,e12_t250,0.1333,1,P7
e12_t249,e12_t254,0.0667,5,P7
e12_t250,e12_t251,0.2,1,P7
e12_t250,e12_t252,0.0667,2,P7
e12_t252,e12_t253,0.2667,1,P7
e12_t253,e12_t254,0.2667,1,P7
e12_t0,e12_t2,0.0667,2,P7
e12_t2,e12_t3,0.4,1,P7
e12_t6,e12_t7,0.3333,1,P7
e12_t9,e12_t10,0.3333,1,P7
e12_t9,e12_t21,0.0667,12,P7
e12_t10,e12_t11,0.2,1,P7
e12_t10,e12_t14,0.0667,4,P7
e12_t10,e12_t15,0.0667,5,P7
e12_t10,e12_t19,0.0667,9,P7
e12_t24,e12_t25,0.2667,1,P7
e12_t24,e12_t28,0.0667,4,P7
e12_t25,e12_t27,0.0667,2,P7
e12_t28,e12_t29,0.2,1,P7
e12_t30,e12_t36,0.0667,6,P7
e12_t31,e12_t32,0.3333,1,P7
e12_t32,e12_t36,0.1333,4,P7
e12_t33,e12_t35,0.0667,2,P7
e12_t34,e12_t35,0.2,1,P7
e12_t38,e12_t43,0.0667,5,P7
e12_t39,e12_t42,0.0667,3,P7
e12_t45,e12_t46,0.2,1,P7
e12_t54,e12_t57,0.0667,3,P7
e12_t59,e12_t65,0.0667,6,P7
e12_t60,e12_t63,0.0667,3,P7
e12_t60,e12_t64,0.0667,4,P7
e12_t63,e12_t64,0.2667,1,P7
e12_t65,e12_t130,0.0667,65,P7
e12_t66,e12_t67,0.2667,1,P7
e12_t66,e12_t116,0.0667,50,P7
e12_t66,e12_t121,0.0667,55,P7
e12_t67,e12_t70,0.0667,3,P7
e12_t67,e12_t108,0.0667,41,P7
e12_t72,e12_t76,0.1333,4,P7
e12_t72,e12_t77,0.0667,5,P7
e12_t72,e12_t107,0.0667,35,P7
e12_t73,e12_t75,0.0667,2,P7
e12_t75,e12_t76,0.2,1,P7
e12_t78,e12_t79,0.2667,1,P7
e12_t79,e12_t82,0.0667,3,P7
e12_t79,e12_t84,0.0667,5,P7
e12_t82,e12_t83,0.1333,1,P7
e12_t83,e12_t84,0.2,1,P7
e12_t84,e12_t94,0.0667,10,P7
e12_t85,e12_t86,0.1333,1,P7
e12_t85,e12_t94,0.0667,9,P7
e12_t86,e12_t93,0.0667,7,P7
e12_t87,e12_t92,0.0667,5,P7
e12_t88,e12_t91,0.0667,3,P7
e12_t105,e12_t106,0.3333,1,P7
e12_t108,e12_t115,0.0667,7,P7
e12_t109,e12_t115,0.0667,6,P7
e12_t110,e12_t113,0.0667,3,P7
e12_t113,e12_t114,0.2,1,P7
e12_t115,e12_t116,0.2,1,P7
e12_t118,e12_t121,0.0667,3,P7
e12_t124,e12_t129,0.0667,5,P7
e12_t129,e12_t130,0.1333,1,P7
e12_t132,e12_t133,0.2667,1,P7
e12_t133,e12_t138,0.0667,5,P7
e12_t133,e12_t139,0.0667,6,P7
e12_t134,e12_t137,0.1333,3,P7
e12_t140,e12_t143,0.0667,3,P7
e12_t150,e12_t151,0.2667,1,P7
e12_t151,e12_t217,0.0667,66,P7
e12_t152,e12_t203,0.0667,51,P7
e12_t153,e12_t154,0.1333,1,P7
e12_t161,e12_t164,0.0667,3,P7
e12_t163,e12_t164,0.2667,1,P7
e12_t166,e12_t176,0.0667,10,P7
e12_t166,e12_t179,0.0667,13,P7
e12_t166,e12_t180,0.0667,14,P7
e12_t167,e12_t171,0.1333,4,P7
e12_t167,e12_t172,0.0667,5,P7
e12_t180,e12_t181,0.2,1,P7
e12_t198,e12_t203,0.0667,5,P7
e12_t199,e12_t202,0.0667,3,P7
e12_t205,e12_t206,0.2667,1,P7
e12_t205,e12_t209,0.1333,4,P7
e12_t205,e12_t210,0.1333,5,P7
e12_t205,e12_t214,0.0667,9,P7
e12_t219,e12_t220,0.4,1,P7
e12_t220,e12_t221,0.2667,1,P7
e12_t220,e12_t224,0.0667,4,P7
e12_t220,e12_t255,0.0667,35,P7
e12_t223,e12_t224,0.2667,1,P7
e12_t224,e12_t225,0.0667,1,P7
e12_t226,e12_t255,0.0667,29,P7
e12_t233,e12_t249,0.0667,16,P7
e12_t241,e12_t248,0.0667,7,P7
e12_t242,e12_t248,0.1333,6,P7
e12_t244,e12_t247,0.1333,3,P7
e12_t2,e12_t6,0.0667,4,P7
e12_t2,e12_t7,0.1333,5,P7
e12_t3,e12_t4,0.2667,1,P7
e12_t3,e12_t5,0.0667,2,P7
e12_t3,e12_t6,0.1333,3,P7
e12_t5,e12_t6,0.2667,1,P7
e12_t8,e12_t17,0.0667,9,P7
e12_t9,e12_t17,0.0667,8,P7
e12_t10,e12_t16,0.0667,6,P7
e12_t16,e12_t17,0.0667,1,P7
e12_t19,e12_t23,0.0667,4,P7
e12_t20,e12_t21,0.2,1,P7
e12_t20,e12_t22,0.0667,2,P7
e12_t25,e12_t123,0.0667,98,P7
e12_t25,e12_t124,0.0667,99,P7
e12_t26,e12_t116,0.0667,90,P7
e12_t39,e12_t109,0.0667,70,P7
e12_t40,e12_t41,0.2667,1,P7
e12_t40,e12_t44,0.1333,4,P7
e12_t41,e12_t43,0.0667,2,P7
e12_t57,e12_t68,0.0667,11,P7
e12_t58,e12_t59,0.2,1,P7
e12_t64,e12_t67,0.0667,3,P7
e12_t69,e12_t70,0.2667,1,P7
e12_t70,e12_t71,0.2,1,P7
e12_t70,e12_t75,0.0667,5,P7
e12_t70,e12_t104,0.0667,34,P7
e12_t70,e12_t106,0.0667,36,P7
e12_t76,e12_t97,0.0667,21,P7
e12_t76,e12_t98,0.0667,22,P7
e12_t76,e12_t104,0.0667,28,P7
e12_t77,e12_t84,0.0667,7,P7
e12_t77,e12_t85,0.0667,8,P7
e12_t77,e12_t86,0.0667,9,P7
e12_t90,e12_t95,0.0667,5,P7
e12_t91,e12_t94,0.0667,3,P7
e12_t94,e12_t95,0.2667,1,P7
e12_t100,e12_t104,0.0667,4,P7
e12_t101,e12_t104,0.1333,3,P7
e12_t118,e12_t123,0.0667,5,P7
e12_t119,e12_t123,0.0667,4,P7
e12_t122,e12_t123,0.3333,1,P7
e12_t126,e12_t131,0.0667,5,P7
e12_t127,e12_t129,0.0667,2,P7
e12_t127,e12_t130,0.0667,3,P7
e12_t132,e12_t138,0.0667,6,P7
e12_t132,e12_t139,0.0667,7,P7
e12_t133,e12_t137,0.0667,4,P7
e12_t140,e12_t145,0.0667,5,P7
e12_t157,e12_t248,0.0667,91,P7
e12_t158,e12_t239,0.0667,81,P7
e12_t158,e12_t240,0.0667,82,P7
e12_t158,e12_t241,0.0667,83,P7
e12_t159,e12_t160,0.2,1,P7
e12_t159,e12_t163,0.1333,4,P7
e12_t171,e12_t176,0.1333,5,P7
e12_t171,e12_t239,0.0667,68,P7
e12_t172,e12_t173,0.1333,1,P7
e12_t172,e12_t175,0.0667,3,P7
e12_t181,e12_t233,0.0667,52,P7
e12_t186,e12_t233,0.0667,47,P7
e12_t187,e12_t233,0.0667,46,P7
e12_t188,e12_t189,0.2667,1,P7
e12_t189,e12_t192,0.0667,3,P7
e12_t195,e12_t196,0.2,1,P7
e12_t195,e12_t198,0.0667,3,P7
e12_t199,e12_t221,0.0667,22,P7
e12_t204,e12_t205,0.2,1,P7
e12_t206,e12_t221,0.0667,15,P7
e12_t207,e12_t208,0.2,1,P7
e12_t208,e12_t212,0.0667,4,P7
e12_t208,e12_t220,0.0667,12,P7
e12_t213,e12_t220,0.0667,7,P7
e12_t215,e12_t218,0.0667,3,P7
e12_t222,e12_t223,0.2,1,P7
e12_t222,e12_t228,0.0667,6,P7
e12_t223,e12_t226,0.0667,3,P7
e12_t239,e12_t240,0.2667,1,P7
e12_t24,e12_t83,0.0667,59,P7
e12_t24,e12_t88,0.0667,64,P7
e12_t30,e12_t69,0.0667,39,P7
e12_t31,e12_t36,0.0667,5,P7
e12_t99,e12_t100,0.1333,1,P7
e12_t130,e12_t135,0.0667,5,P7
e12_t142,e12_t147,0.0667,5,P7
e12_t171,e12_t183,0.0667,12,P7
e12_t189,e12_t190,0.2,1,P7
e12_t207,e12_t212,0.0667,5,P7
e12_t224,e12_t227,0.0667,3,P7
e12_t236,e12_t240,0.0667,4,P7
e12_t250,e12_t255,0.0667,5,P7
e12_t251,e12_t252,0.2,1,P7
e12_t251,e12_t253,0.0667,2,P7
e12_t1,e12_t19,0.0667,18,P7
e12_t1,e12_t62,0.0667,61,P7
e12_t2,e12_t8,0.0667,6,P7
e12_t2,e12_t14,0.0667,12,P7
e12_t9,e12_t12,0.0667,3,P7
e12_t25,e12_t30,0.0667,5,P7
e12_t45,e12_t62,0.0667,17,P7
e12_t47,e12_t56,0.0667,9,P7
e12_t51,e12_t56,0.0667,5,P7
e12_t55,e12_t56,0.1333,1,P7
e12_t57,e12_t62,0.0667,5,P7
e12_t58,e12_t60,0.1333,2,P7
e12_t61,e12_t62,0.1333,1,P7
e12_t64,e12_t70,0.0667,6,P7
e12_t65,e12_t69,0.0667,4,P7
e12_t66,e12_t68,0.0667,2,P7
e12_t71,e12_t77,0.0667,6,P7
e12_t72,e12_t75,0.0667,3,P7
e12_t109,e12_t114,0.0667,5,P7
e12_t110,e12_t114,0.0667,4,P7
e12_t116,e12_t177,0.0667,61,P7
e12_t116,e12_t178,0.0667,62,P7
e12_t116,e12_t182,0.0667,66,P7
e12_t116,e12_t183,0.0667,67,P7
e12_t117,e12_t121,0.0667,4,P7
e12_t122,e12_t134,0.0667,12,P7
e12_t128,e12_t133,0.0667,5,P7
e12_t147,e12_t148,0.2,1,P7
e12_t148,e12_t149,0.0667,1,P7
e12_t148,e12_t150,0.0667,2,P7
e12_t148,e12_t152,0.0667,4,P7
e12_t154,e12_t159,0.0667,5,P7
e12_t164,e12_t168,0.0667,4,P7
e12_t198,e12_t202,0.0667,4,P7
e12_t216,e12_t220,0.1333,4,P7
e12_t232,e12_t239,0.0667,7,P7
e12_t8,e12_t13,0.0667,5,P7
e12_t20,e12_t26,0.0667,6,P7
e12_t21,e12_t25,0.0667,4,P7
e12_t29,e12_t37,0.0667,8,P7
e12_t37,e12_t38,0.1333,1,P7
e12_t42,e12_t63,0.0667,21,P7
e12_t43,e12_t48,0.0667,5,P7
e12_t44,e12_t47,0.0667,3,P7
e12_t50,e12_t58,0.0667,8,P7
e12_t51,e12_t57,0.0667,6,P7
e12_t66,e12_t70,0.1333,4,P7
e12_t76,e12_t84,0.0667,8,P7
e12_t84,e12_t85,0.2,1,P7
e12_t86,e12_t92,0.0667,6,P7
e12_t87,e12_t90,0.0667,3,P7
e12_t87,e12_t91,0.0667,4,P7
e12_t88,e12_t90,0.0667,2,P7
e12_t93,e12_t98,0.0667,5,P7
e12_t93,e12_t232,0.0667,139,P7
e12_t94,e12_t96,0.0667,2,P7
e12_t97,e12_t98,0.1333,1,P7
e12_t100,e12_t105,0.0667,5,P7
e12_t100,e12_t107,0.1333,7,P7
e12_t110,e12_t119,0.0667,9,P7
e12_t110,e12_t120,0.0667,10,P7
e12_t111,e12_t118,0.0667,7,P7
e12_t113,e12_t118,0.0667,5,P7
e12_t118,e12_t119,0.1333,1,P7
e12_t120,e12_t144,0.0667,24,P7
e12_t121,e12_t127,0.0667,6,P7
e12_t121,e12_t128,0.0667,7,P7
e12_t121,e12_t137,0.0667,16,P7
e12_t122,e12_t125,0.1333,3,P7
e12_t145,e12_t152,0.0667,7,P7
e12_t146,e12_t152,0.0667,6,P7
e12_t147,e12_t150,0.0667,3,P7
e12_t153,e12_t160,0.0667,7,P7
e12_t155,e12_t159,0.0667,4,P7
e12_t156,e12_t158,0.0667,2,P7
e12_t160,e12_t161,0.2,1,P7
e12_t160,e12_t176,0.0667,16,P7
e12_t161,e12_t166,0.0667,5,P7
e12_t161,e12_t167,0.0667,6,P7
e12_t162,e12_t165,0.0667,3,P7
e12_t163,e12_t165,0.0667,2,P7
e12_t167,e12_t175,0.1333,8,P7
e12_t177,e12_t183,0.1333,6,P7
e12_t178,e12_t183,0.0667,5,P7
e12_t179,e12_t182,0.1333,3,P7
e12_t183,e12_t189,0.1333,6,P7
e12_t184,e12_t189,0.1333,5,P7
e12_t185,e12_t186,0.1333,1,P7
e12_t185,e12_t188,0.1333,3,P7
e12_t191,e12_t198,0.0667,7,P7
e12_t191,e12_t224,0.0667,33,P7
e12_t192,e12_t196,0.0667,4,P7
e12_t192,e12_t198,0.1333,6,P7
e12_t194,e12_t196,0.0667,2,P7
e12_t199,e12_t203,0.0667,4,P7
e12_t203,e12_t223,0.0667,20,P7
e12_t204,e12_t210,0.0667,6,P7
e12_t204,e12_t223,0.0667,19,P7
e12_t206,e12_t209,0.0667,3,P7
e12_t209,e12_t210,0.2,1,P7
e12_t211,e12_t223,0.0667,12,P7
e12_t212,e12_t213,0.1333,1,P7
e12_t212,e12_t217,0.0667,5,P7
e12_t213,e12_t214,0.1333,1,P7
e12_t213,e12_t216,0.0667,3,P7
e12_t219,e12_t222,0.0667,3,P7
e12_t225,e12_t231,0.0667,6,P7
e12_t226,e12_t231,0.0667,5,P7
e12_t233,e12_t238,0.0667,5,P7
e12_t233,e12_t239,0.0667,6,P7
e12_t234,e12_t237,0.0667,3,P7
e12_t235,e12_t237,0.0667,2,P7
e12_t239,e12_t248,0.0667,9,P7
e12_t240,e12_t244,0.0667,4,P7
e12_t240,e12_t246,0.0667,6,P7
e12_t0,e12_t1,0.0667,1,P7
e12_t4,e12_t10,0.0667,6,P7
e12_t4,e12_t55,0.0667,51,P7
e12_t4,e12_t94,0.0667,90,P7
e12_t5,e12_t9,0.0667,4,P7
e12_t6,e12_t9,0.0667,3,P7
e12_t10,e12_t55,0.0667,45,P7
e12_t11,e12_t19,0.0667,8,P7
e12_t11,e12_t54,0.0667,43,P7
e12_t12,e12_t14,0.0667,2,P7
e12_t16,e12_t19,0.0667,3,P7
e12_t21,e12_t26,0.0667,5,P7
e12_t22,e12_t25,0.0667,3,P7
e12_t22,e12_t26,0.0667,4,P7
e12_t28,e12_t33,0.0667,5,P7
e12_t28,e12_t34,0.0667,6,P7
e12_t28,e12_t42,0.0667,14,P7
e12_t29,e12_t32,0.0667,3,P7
e12_t30,e12_t32,0.0667,2,P7
e12_t35,e12_t40,0.0667,5,P7
e12_t36,e12_t39,0.0667,3,P7
e12_t48,e12_t54,0.0667,6,P7
e12_t49,e12_t54,0.0667,5,P7
e12_t52,e12_t53,0.1333,1,P7
e12_t56,e12_t57,0.1333,1,P7
e12_t61,e12_t93,0.0667,32,P7
e12_t62,e12_t65,0.0667,3,P7
e12_t66,e12_t93,0.0667,27,P7
e12_t67,e12_t72,0.0667,5,P7
e12_t67,e12_t73,0.0667,6,P7
e12_t67,e12_t81,0.0667,14,P7
e12_t67,e12_t82,0.0667,15,P7
e12_t68,e12_t71,0.0667,3,P7
e12_t69,e12_t71,0.0667,2,P7
e12_t73,e12_t80,0.0667,7,P7
e12_t74,e12_t79,0.0667,5,P7
e12_t82,e12_t88,0.0667,6,P7
e12_t83,e12_t86,0.0667,3,P7
e12_t83,e12_t87,0.0667,4,P7
e12_t88,e12_t93,0.0667,5,P7
e12_t89,e12_t92,0.0667,3,P7
e12_t89,e12_t93,0.0667,4,P7
e12_t90,e12_t92,0.0667,2,P7
e12_t95,e12_t100,0.0667,5,P7
e12_t95,e12_t106,0.0667,11,P7
e12_t95,e12_t109,0.0667,14,P7
e12_t96,e12_t98,0.0667,2,P7
e12_t98,e12_t99,0.0667,1,P7
e12_t107,e12_t109,0.0667,2,P7
e12_t112,e12_t113,0.0667,1,P7
e12_t113,e12_t132,0.0667,19,P7
e12_t114,e12_t120,0.0667,6,P7
e12_t115,e12_t119,0.0667,4,P7
e12_t127,e12_t132,0.0667,5,P7
e12_t128,e12_t132,0.0667,4,P7
e12_t129,e12_t131,0.0667,2,P7
e12_t134,e12_t138,0.0667,4,P7
e12_t134,e12_t139,0.0667,5,P7
e12_t134,e12_t147,0.0667,13,P7
e12_t134,e12_t148,0.0667,14,P7
e12_t148,e12_t221,0.0667,73,P7
e12_t149,e12_t221,0.0667,72,P7
e12_t153,e12_t221,0.0667,68,P7
e12_t161,e12_t163,0.0667,2,P7
e12_t166,e12_t173,0.0667,7,P7
e12_t166,e12_t174,0.0667,8,P7
e12_t176,e12_t214,0.0667,38,P7
e12_t185,e12_t189,0.0667,4,P7
e12_t186,e12_t188,0.0667,2,P7
e12_t190,e12_t207,0.0667,17,P7
e12_t191,e12_t205,0.0667,14,P7
e12_t191,e12_t207,0.0667,16,P7
e12_t192,e12_t199,0.0667,7,P7
e12_t192,e12_t200,0.0667,8,P7
e12_t192,e12_t201,0.0667,9,P7
e12_t192,e12_t202,0.0667,10,P7
e12_t208,e12_t214,0.0667,6,P7
e12_t209,e12_t212,0.0667,3,P7
e12_t217,e12_t219,0.0667,2,P7
e12_t223,e12_t232,0.0667,9,P7
e12_t235,e12_t241,0.0667,6,P7
e12_t242,e12_t249,0.0667,7,P7
e12_t243,e12_t248,0.0667,5,P7
e12_t244,e12_t246,0.0667,2,P7
e12_t23,e12_t26,0.0667,3,P7
e12_t23,e12_t27,0.0667,4,P7
e12_t30,e12_t35,0.0667,5,P7
e12_t31,e12_t34,0.0667,3,P7
e12_t45,e12_t50,0.0667,5,P7
e12_t45,e12_t71,0.0667,26,P7
e12_t46,e12_t49,0.0667,3,P7
e12_t51,e12_t71,0.0667,20,P7
e12_t52,e12_t57,0.0667,5,P7
e12_t52,e12_t58,0.0667,6,P7
e12_t52,e12_t64,0.0667,12,P7
e12_t53,e12_t56,0.0667,3,P7
e12_t53,e12_t57,0.0667,4,P7
e12_t58,e12_t63,0.0667,5,P7
e12_t65,e12_t71,0.0667,6,P7
e12_t66,e12_t69,0.0667,3,P7
e12_t67,e12_t69,0.0667,2,P7
e12_t91,e12_t95,0.0667,4,P7
e12_t101,e12_t105,0.0667,4,P7
e12_t102,e12_t104,0.0667,2,P7
e12_t123,e12_t148,0.0667,25,P7
e12_t126,e12_t148,0.0667,22,P7
e12_t127,e12_t131,0.0667,4,P7
e12_t128,e12_t130,0.0667,2,P7
e12_t135,e12_t137,0.0667,2,P7
e12_t141,e12_t147,0.0667,6,P7
e12_t154,e12_t166,0.0667,12,P7
e12_t155,e12_t166,0.0667,11,P7
e12_t160,e12_t165,0.0667,5,P7
e12_t161,e12_t165,0.0667,4,P7
e12_t162,e12_t164,0.0667,2,P7
e12_t166,e12_t219,0.0667,53,P7
e12_t167,e12_t174,0.0667,7,P7
e12_t167,e12_t176,0.0667,9,P7
e12_t167,e12_t194,0.0667,27,P7
e12_t167,e12_t195,0.0667,28,P7
e12_t167,e12_t213,0.0667,46,P7
e12_t167,e12_t218,0.0667,51,P7
e12_t168,e12_t172,0.0667,4,P7
e12_t169,e12_t170,0.0667,1,P7
e12_t169,e12_t172,0.0667,3,P7
e12_t179,e12_t181,0.0667,2,P7
e12_t184,e12_t187,0.0667,3,P7
e12_t196,e12_t209,0.0667,13,P7
e12_t200,e12_t209,0.0667,9,P7
e12_t228,e12_t231,0.0667,3,P7
e12_t233,e12_t253,0.0667,20,P7
e12_t233,e12_t254,0.0667,21,P7
e12_t234,e12_t238,0.0667,4,P7
e12_t235,e12_t238,0.0667,3,P7
e12_t240,e12_t253,0.0667,13,P7
e12_t241,e12_t245,0.0667,4,P7
e12_t242,e12_t244,0.0667,2,P7
e12_t246,e12_t253,0.0667,7,P7
e12_t247,e12_t253,0.0667,6,P7
e13_t189,e13_t190,0.2667,1,P3
e13_t190,e13_t191,0.4,1,P3
e13_t243,e13_t244,0.3333,1,P3
e13_t244,e13_t245,0.4,1,P3
e13_t140,e13_t141,0.3333,1,P3
e13_t141,e13_t142,0.4,1,P3
e13_t141,e13_t172,0.0667,31,P3
e13_t206,e13_t207,0.1333,1,P3
e13_t209,e13_t210,0.2667,1,P3
e13_t210,e13_t211,0.1333,1,P3
e13_t219,e13_t220,0.3333,1,P3
e13_t219,e13_t248,0.0667,29,P3
e13_t220,e13_t221,0.2,1,P3
e13_t221,e13_t222,0.2667,1,P3
e13_t221,e13_t236,0.0667,15,P3
e13_t222,e13_t223,0.4667,1,P3
e13_t223,e13_t224,0.4,1,P3
e13_t223,e13_t227,0.2,4,P3
e13_t226,e13_t227,0.4667,1,P3
e13_t227,e13_t228,0.2667,1,P3
e13_t228,e13_t229,0.1333,1,P3
e13_t230,e13_t231,0.2667,1,P3
e13_t231,e13_t232,0.1333,1,P3
e13_t231,e13_t235,0.0667,4,P3
e13_t232,e13_t234,0.0667,2,P3
e13_t233,e13_t234,0.3333,1,P3
e13_t234,e13_t235,0.2667,1,P3
e13_t235,e13_t236,0.3333,1,P3
e13_t237,e13_t238,0.1333,1,P3
e13_t237,e13_t248,0.0667,11,P3
e13_t238,e13_t239,0.2667,1,P3
e13_t240,e13_t241,0.2,1,P3
e13_t241,e13_t242,0.2667,1,P3
e13_t246,e13_t247,0.4,1,P3
e13_t247,e13_t248,0.2,1,P3
e13_t248,e13_t249,0.4667,1,P3
e13_t253,e13_t254,0.2,1,P3
e13_t0,e13_t1,0.2,1,P3
e13_t1,e13_t2,0.3333,1,P3
e13_t2,e13_t3,0.2667,1,P3
e13_t12,e13_t13,0.2,1,P3
e13_t15,e13_t16,0.3333,1,P3
e13_t15,e13_t18,0.0667,3,P3
e13_t18,e13_t19,0.4,1,P3
e13_t19,e13_t20,0.2667,1,P3
e13_t22,e13_t23,0.4,1,P3
e13_t22,e13_t94,0.0667,72,P3
e13_t25,e13_t94,0.0667,69,P3
e13_t26,e13_t94,0.0667,68,P3
e13_t27,e13_t94,0.0667,67,P3
e13_t32,e13_t94,0.0667,62,P3
e13_t33,e13_t94,0.0667,61,P3
e13_t37,e13_t38,0.3333,1,P3
e13_t38,e13_t39,0.2667,1,P3
e13_t39,e13_t40,0.5333,1,P3
e13_t39,e13_t43,0.0667,4,P3
e13_t39,e13_t72,0.0667,33,P3
e13_t44,e13_t45,0.4,1,P3
e13_t44,e13_t70,0.0667,26,P3
e13_t45,e13_t46,0.4,1,P3
e13_t45,e13_t66,0.0667,21,P3
e13_t46,e13_t47,0.1333,1,P3
e13_t46,e13_t49,0.0667,3,P3
e13_t46,e13_t65,0.0667,19,P3
e13_t59,e13_t60,0.4,1,P3
e13_t61,e13_t65,0.0667,4,P3
e13_t62,e13_t65,0.0667,3,P3
e13_t64,e13_t65,0.3333,1,P3
e13_t65,e13_t66,0.2,1,P3
e13_t68,e13_t70,0.0667,2,P3
e13_t69,e13_t70,0.2667,1,P3
e13_t70,e13_t71,0.3333,1,P3
e13_t71,e13_t72,0.2,1,P3
e13_t73,e13_t74,0.2,1,P3
e13_t73,e13_t76,0.0667,3,P3
e13_t76,e13_t77,0.3333,1,P3
e13_t77,e13_t78,0.4667,1,P3
e13_t89,e13_t90,0.2667,1,P3
e13_t89,e13_t93,0.0667,4,P3
e13_t90,e13_t93,0.0667,3,P3
e13_t92,e13_t93,0.2667,1,P3
e13_t93,e13_t94,0.2667,1,P3
e13_t95,e13_t96,0.2667,1,P3
e13_t95,e13_t100,0.0667,5,P3
e13_t96,e13_t97,0.2667,1,P3
e13_t96,e13_t99,0.0667,3,P3
e13_t98,e13_t99,0.1333,1,P3
e13_t99,e13_t100,0.2,1,P3
e13_t101,e13_t105,0.0667,4,P3
e13_t104,e13_t105,0.3333,1,P3
e13_t106,e13_t107,0.1333,1,P3
e13_t107,e13_t108,0.1333,1,P3
e13_t107,e13_t111,0.0667,4,P3
e13_t108,e13_t109,0.2667,1,P3
e13_t108,e13_t111,0.0667,3,P3
e13_t110,e13_t111,0.2667,1,P3
e13_t111,e13_t112,0.3333,1,P3
e13_t114,e13_t115,0.4,1,P3
e13_t119,e13_t154,0.0667,35,P3
e13_t120,e13_t121,0.2667,1,P3
e13_t120,e13_t149,0.0667,29,P3
e13_t121,e13_t122,0.4,1,P3
e13_t122,e13_t123,0.2667,1,P3
e13_t122,e13_t125,0.0667,3,P3
e13_t122,e13_t148,0.0667,26,P3
e13_t126,e13_t127,0.2,1,P3
e13_t127,e13_t128,0.2,1,P3
e13_t127,e13_t131,0.0667,4,P3
e13_t127,e13_t132,0.0667,5,P3
e13_t127,e13_t137,0.0667,10,P3
e13_t128,e13_t129,0.2,1,P3
e13_t132,e13_t133,0.2667,1,P3
e13_t133,e13_t136,0.0667,3,P3
e13_t135,e13_t136,0.1333,1,P3
e13_t136,e13_t137,0.2667,1,P3
e13_t138,e13_t139,0.3333,1,P3
e13_t138,e13_t142,0.0667,4,P3
e13_t139,e13_t140,0.3333,1,P3
e13_t139,e13_t141,0.0667,2,P3
e13_t142,e13_t143,0.3333,1,P3
e13_t144,e13_t148,0.1333,4,P3
e13_t147,e13_t148,0.2,1,P3
e13_t149,e13_t153,0.0667,4,P3
e13_t152,e13_t153,0.2,1,P3
e13_t153,e13_t154,0.3333,1,P3
e13_t155,e13_t156,0.2,1,P3
e13_t155,e13_t215,0.0667,60,P3
e13_t156,e13_t157,0.2,1,P3
e13_t156,e13_t159,0.0667,3,P3
e13_t160,e13_t215,0.0667,55,P3
e13_t161,e13_t162,0.4,1,P3
e13_t161,e13_t199,0.0667,38,P3
e13_t161,e13_t215,0.0667,54,P3
e13_t162,e13_t163,0.4,1,P3
e13_t173,e13_t174,0.2,1,P3
e13_t174,e13_t175,0.2,1,P3
e13_t174,e13_t178,0.0667,4,P3
e13_t175,e13_t176,0.2667,1,P3
e13_t175,e13_t177,0.0667,2,P3
e13_t177,e13_t178,0.1333,1,P3
e13_t178,e13_t179,0.2,1,P3
e13_t179,e13_t180,0.1333,1,P3
e13_t181,e13_t182,0.2,1,P3
e13_t181,e13_t190,0.0667,9,P3
e13_t182,e13_t183,0.4,1,P3
e13_t182,e13_t185,0.1333,3,P3
e13_t191,e13_t199,0.0667,8,P3
e13_t192,e13_t193,0.2,1,P3
e13_t192,e13_t199,0.0667,7,P3
e13_t193,e13_t194,0.3333,1,P3
e13_t193,e13_t197,0.0667,4,P3
e13_t193,e13_t198,0.0667,5,P3
e13_t194,e13_t195,0.2667,1,P3
e13_t194,e13_t196,0.0667,2,P3
e13_t196,e13_t197,0.1333,1,P3
e13_t197,e13_t198,0.2667,1,P3
e13_t198,e13_t199,0.2,1,P3
e13_t201,e13_t202,0.1333,1,P3
e13_t201,e13_t214,0.0667,13,P3
e13_t213,e13_t214,0.2667,1,P3
e13_t214,e13_t215,0.3333,1,P3
e13_t216,e13_t217,0.2,1,P3
e13_t217,e13_t218,0.2667,1,P3
e13_t217,e13_t220,0.0667,3,P3
e13_t232,e13_t233,0.4,1,P3
e13_t239,e13_t240,0.2,1,P3
e13_t240,e13_t244,0.0667,4,P3
e13_t241,e13_t243,0.0667,2,P3
e13_t242,e13_t243,0.2667,1,P3
e13_t245,e13_t246,0.3333,1,P3
e13_t245,e13_t249,0.0667,4,P3
e13_t246,e13_t248,0.0667,2,P3
e13_t249,e13_t250,0.3333,1,P3
e13_t251,e13_t255,0.0667,4,P3
e13_t254,e13_t255,0.3333,1,P3
e13_t5,e13_t6,0.2667,1,P3
e13_t6,e13_t7,0.3333,1,P3
e13_t6,e13_t10,0.2,4,P3
e13_t14,e13_t15,0.2667,1,P3
e13_t15,e13_t19,0.1333,4,P3
e13_t15,e13_t20,0.0667,5,P3
e13_t16,e13_t17,0.3333,1,P3
e13_t16,e13_t18,0.0667,2,P3
e13_t16,e13_t19,0.0667,3,P3
e13_t21,e13_t22,0.3333,1,P3
e13_t21,e13_t34,0.0667,13,P3
e13_t21,e13_t40,0.0667,19,P3
