source,target,weight,distance,electrode
e5_t46,e5_t47,0.2667,1,F4
e5_t46,e5_t50,0.0667,4,F4
e5_t47,e5_t49,0.0667,2,F4
e5_t48,e5_t49,0.2667,1,F4
e5_t49,e5_t50,0.1333,1,F4
e5_t50,e5_t51,0.2,1,F4
e5_t52,e5_t80,0.0667,28,F4
e5_t53,e5_t60,0.0667,7,F4
e5_t53,e5_t70,0.0667,17,F4
e5_t55,e5_t59,0.0667,4,F4
e5_t69,e5_t70,0.2,1,F4
e5_t71,e5_t72,0.2,1,F4
e5_t72,e5_t76,0.0667,4,F4
e5_t72,e5_t77,0.0667,5,F4
e5_t73,e5_t76,0.1333,3,F4
e5_t76,e5_t77,0.2667,1,F4
e5_t77,e5_t78,0.4,1,F4
e5_t85,e5_t86,0.0667,1,F4
e5_t86,e5_t87,0.1333,1,F4
e5_t89,e5_t126,0.0667,37,F4
e5_t90,e5_t91,0.2667,1,F4
e5_t90,e5_t95,0.1333,5,F4
e5_t90,e5_t96,0.0667,6,F4
e5_t92,e5_t94,0.0667,2,F4
e5_t94,e5_t95,0.2,1,F4
e5_t96,e5_t97,0.2667,1,F4
e5_t96,e5_t115,0.0667,19,F4
e5_t96,e5_t125,0.0667,29,F4
e5_t97,e5_t98,0.2667,1,F4
e5_t97,e5_t101,0.0667,4,F4
e5_t98,e5_t99,0.2,1,F4
e5_t102,e5_t103,0.1333,1,F4
e5_t103,e5_t104,0.2,1,F4
e5_t103,e5_t108,0.0667,5,F4
e5_t104,e5_t107,0.0667,3,F4
e5_t105,e5_t106,0.2667,1,F4
e5_t106,e5_t107,0.1333,1,F4
e5_t107,e5_t108,0.1333,1,F4
e5_t109,e5_t114,0.0667,5,F4
e5_t109,e5_t115,0.0667,6,F4
e5_t110,e5_t111,0.2,1,F4
e5_t110,e5_t113,0.0667,3,F4
e5_t110,e5_t114,0.0667,4,F4
e5_t111,e5_t113,0.0667,2,F4
e5_t112,e5_t113,0.0667,1,F4
e5_t113,e5_t114,0.1333,1,F4
e5_t114,e5_t115,0.1333,1,F4
e5_t115,e5_t116,0.1333,1,F4
e5_t115,e5_t123,0.0667,8,F4
e5_t116,e5_t117,0.0667,1,F4
e5_t116,e5_t121,0.0667,5,F4
e5_t116,e5_t122,0.0667,6,F4
e5_t117,e5_t118,0.1333,1,F4
e5_t117,e5_t119,0.0667,2,F4
e5_t117,e5_t121,0.0667,4,F4
e5_t119,e5_t120,0.1333,1,F4
e5_t120,e5_t121,0.1333,1,F4
e5_t122,e5_t123,0.1333,1,F4
e5_t123,e5_t124,0.0667,1,F4
e5_t124,e5_t125,0.2,1,F4
e5_t126,e5_t127,0.2,1,F4
e5_t126,e5_t135,0.0667,9,F4
e5_t127,e5_t128,0.0667,1,F4
e5_t127,e5_t130,0.0667,3,F4
e5_t133,e5_t134,0.2,1,F4
e5_t134,e5_t135,0.1333,1,F4
e5_t136,e5_t142,0.0667,6,F4
e5_t137,e5_t142,0.0667,5,F4
e5_t138,e5_t139,0.0667,1,F4
e5_t138,e5_t141,0.0667,3,F4
e5_t140,e5_t141,0.0667,1,F4
e5_t141,e5_t142,0.0667,1,F4
e5_t142,e5_t143,0.1333,1,F4
e5_t144,e5_t151,0.0667,7,F4
e5_t147,e5_t150,0.0667,3,F4
e5_t149,e5_t150,0.0667,1,F4
e5_t150,e5_t151,0.2667,1,F4
e5_t154,e5_t157,0.0667,3,F4
e5_t154,e5_t158,0.0667,4,F4
e5_t155,e5_t157,0.0667,2,F4
e5_t160,e5_t161,0.1333,1,F4
e5_t160,e5_t166,0.0667,6,F4
e5_t160,e5_t167,0.0667,7,F4
e5_t161,e5_t162,0.2,1,F4
e5_t161,e5_t165,0.0667,4,F4
e5_t161,e5_t166,0.0667,5,F4
e5_t162,e5_t163,0.1333,1,F4
e5_t162,e5_t165,0.0667,3,F4
e5_t163,e5_t164,0.2,1,F4
e5_t164,e5_t165,0.0667,1,F4
e5_t165,e5_t166,0.1333,1,F4
e5_t167,e5_t168,0.2,1,F4
e5_t168,e5_t169,0.2667,1,F4
e5_t168,e5_t215,0.0667,47,F4
e5_t168,e5_t216,0.0667,48,F4
e5_t168,e5_t230,0.0667,62,F4
e5_t169,e5_t174,0.0667,5,F4
e5_t169,e5_t175,0.0667,6,F4
e5_t169,e5_t212,0.0667,43,F4
e5_t170,e5_t171,0.2,1,F4
e5_t170,e5_t172,0.0667,2,F4
e5_t170,e5_t174,0.1333,4,F4
e5_t173,e5_t174,0.2667,1,F4
e5_t175,e5_t176,0.2,1,F4
e5_t176,e5_t177,0.2,1,F4
e5_t176,e5_t188,0.0667,12,F4
e5_t176,e5_t194,0.0667,18,F4
e5_t177,e5_t178,0.2,1,F4
e5_t177,e5_t180,0.0667,3,F4
e5_t180,e5_t181,0.1333,1,F4
e5_t182,e5_t183,0.2667,1,F4
e5_t183,e5_t184,0.2,1,F4
e5_t183,e5_t186,0.1333,3,F4
e5_t183,e5_t187,0.0667,4,F4
e5_t185,e5_t186,0.2667,1,F4
e5_t186,e5_t187,0.2,1,F4
e5_t189,e5_t192,0.1333,3,F4
e5_t191,e5_t192,0.1333,1,F4
e5_t192,e5_t193,0.1333,1,F4
e5_t193,e5_t194,0.2,1,F4
e5_t194,e5_t195,0.2,1,F4
e5_t194,e5_t200,0.1333,6,F4
e5_t194,e5_t206,0.0667,12,F4
e5_t195,e5_t196,0.2,1,F4
e5_t195,e5_t199,0.1333,4,F4
e5_t196,e5_t197,0.1333,1,F4
e5_t196,e5_t199,0.0667,3,F4
e5_t198,e5_t199,0.1333,1,F4
e5_t202,e5_t203,0.1333,1,F4
e5_t202,e5_t205,0.0667,3,F4
e5_t203,e5_t204,0.2,1,F4
e5_t208,e5_t210,0.0667,2,F4
e5_t210,e5_t211,0.3333,1,F4
e5_t211,e5_t212,0.2667,1,F4
e5_t217,e5_t224,0.0667,7,F4
e5_t218,e5_t222,0.0667,4,F4
e5_t219,e5_t220,0.2,1,F4
e5_t219,e5_t221,0.1333,2,F4
e5_t222,e5_t223,0.2667,1,F4
e5_t225,e5_t229,0.0667,4,F4
e5_t227,e5_t228,0.2667,1,F4
e5_t228,e5_t229,0.2667,1,F4
e5_t231,e5_t232,0.2667,1,F4
e5_t231,e5_t237,0.0667,6,F4
e5_t231,e5_t245,0.0667,14,F4
e5_t232,e5_t235,0.0667,3,F4
e5_t235,e5_t236,0.1333,1,F4
e5_t238,e5_t239,0.1333,1,F4
e5_t238,e5_t241,0.1333,3,F4
e5_t244,e5_t245,0.2667,1,F4
e5_t245,e5_t246,0.2,1,F4
e5_t247,e5_t248,0.2,1,F4
e5_t249,e5_t251,0.0667,2,F4
e5_t249,e5_t252,0.1333,3,F4
e5_t251,e5_t252,0.2,1,F4
e5_t253,e5_t254,0.2667,1,F4
e5_t1,e5_t2,0.1333,1,F4
e5_t3,e5_t4,0.1333,1,F4
e5_t4,e5_t6,0.0667,2,F4
e5_t5,e5_t6,0.1333,1,F4
e5_t6,e5_t7,0.0667,1,F4
e5_t8,e5_t9,0.2,1,F4
e5_t8,e5_t14,0.0667,6,F4
e5_t9,e5_t10,0.2667,1,F4
e5_t9,e5_t13,0.1333,4,F4
e5_t9,e5_t14,0.0667,5,F4
e5_t10,e5_t12,0.0667,2,F4
e5_t10,e5_t13,0.0667,3,F4
e5_t14,e5_t15,0.0667,1,F4
e5_t16,e5_t17,0.1333,1,F4
e5_t17,e5_t18,0.2,1,F4
e5_t17,e5_t20,0.0667,3,F4
e5_t17,e5_t22,0.1333,5,F4
e5_t23,e5_t28,0.0667,5,F4
e5_t26,e5_t27,0.1333,1,F4
e5_t30,e5_t79,0.0667,49,F4
e5_t33,e5_t38,0.0667,5,F4
e5_t39,e5_t79,0.0667,40,F4
e5_t40,e5_t45,0.0667,5,F4
e5_t41,e5_t43,0.0667,2,F4
e5_t43,e5_t44,0.2,1,F4
e5_t46,e5_t51,0.0667,5,F4
e5_t47,e5_t48,0.2667,1,F4
e5_t47,e5_t50,0.0667,3,F4
e5_t51,e5_t78,0.0667,27,F4
e5_t52,e5_t78,0.0667,26,F4
e5_t53,e5_t56,0.0667,3,F4
e5_t53,e5_t77,0.0667,24,F4
e5_t58,e5_t64,0.0667,6,F4
e5_t59,e5_t62,0.0667,3,F4
e5_t78,e5_t79,0.2,1,F4
e5_t81,e5_t82,0.1333,1,F4
e5_t81,e5_t85,0.0667,4,F4
e5_t86,e5_t92,0.0667,6,F4
e5_t87,e5_t88,0.1333,1,F4
e5_t87,e5_t91,0.0667,4,F4
e5_t87,e5_t92,0.0667,5,F4
e5_t89,e5_t91,0.0667,2,F4
e5_t94,e5_t99,0.0667,5,F4
e5_t94,e5_t120,0.0667,26,F4
e5_t95,e5_t96,0.0667,1,F4
e5_t100,e5_t119,0.0667,19,F4
e5_t101,e5_t102,0.2667,1,F4
e5_t101,e5_t119,0.0667,18,F4
e5_t103,e5_t110,0.0667,7,F4
e5_t115,e5_t118,0.0667,3,F4
e5_t118,e5_t119,0.0667,1,F4
e5_t121,e5_t126,0.0667,5,F4
e5_t122,e5_t125,0.0667,3,F4
e5_t125,e5_t126,0.1333,1,F4
e5_t128,e5_t133,0.0667,5,F4
e5_t132,e5_t133,0.1333,1,F4
e5_t146,e5_t147,0.1333,1,F4
e5_t146,e5_t198,0.0667,52,F4
e5_t147,e5_t148,0.1333,1,F4
e5_t147,e5_t191,0.0667,44,F4
e5_t148,e5_t149,0.0667,1,F4
e5_t148,e5_t151,0.0667,3,F4
e5_t148,e5_t181,0.0667,33,F4
e5_t179,e5_t180,0.1333,1,F4
e5_t182,e5_t191,0.0667,9,F4
e5_t193,e5_t198,0.0667,5,F4
e5_t223,e5_t224,0.1333,1,F4
e5_t241,e5_t246,0.0667,5,F4
e5_t242,e5_t245,0.0667,3,F4
e5_t39,e5_t209,0.0667,170,F4
e5_t47,e5_t208,0.0667,161,F4
e5_t57,e5_t75,0.0667,18,F4
e5_t179,e5_t207,0.0667,28,F4
e5_t180,e5_t207,0.0667,27,F4
e5_t183,e5_t206,0.0667,23,F4
e5_t185,e5_t205,0.0667,20,F4
e5_t187,e5_t204,0.0667,17,F4
e5_t192,e5_t204,0.0667,12,F4
e5_t209,e5_t210,0.2667,1,F4
e5_t248,e5_t253,0.0667,5,F4
e5_t99,e5_t173,0.0667,74,F4
e5_t104,e5_t172,0.0667,68,F4
e5_t181,e5_t182,0.1333,1,F4
e5_t182,e5_t226,0.0667,44,F4
e5_t4,e5_t20,0.0667,16,F4
e5_t7,e5_t19,0.0667,12,F4
e5_t18,e5_t19,0.1333,1,F4
e5_t25,e5_t28,0.0667,3,F4
e5_t32,e5_t36,0.1333,4,F4
e5_t33,e5_t35,0.1333,2,F4
e5_t38,e5_t254,0.0667,216,F4
e5_t39,e5_t254,0.0667,215,F4
e5_t40,e5_t44,0.1333,4,F4
e5_t46,e5_t186,0.0667,140,F4
e5_t46,e5_t207,0.0667,161,F4
e5_t47,e5_t52,0.0667,5,F4
e5_t48,e5_t50,0.1333,2,F4
e5_t48,e5_t52,0.0667,4,F4
e5_t66,e5_t78,0.0667,12,F4
e5_t70,e5_t71,0.2,1,F4
e5_t98,e5_t101,0.1333,3,F4
e5_t104,e5_t125,0.0667,21,F4
e5_t106,e5_t108,0.0667,2,F4
e5_t106,e5_t110,0.0667,4,F4
e5_t131,e5_t132,0.1333,1,F4
e5_t144,e5_t145,0.1333,1,F4
e5_t144,e5_t176,0.0667,32,F4
e5_t145,e5_t146,0.1333,1,F4
e5_t145,e5_t174,0.0667,29,F4
e5_t147,e5_t174,0.0667,27,F4
e5_t151,e5_t167,0.0667,16,F4
e5_t151,e5_t169,0.0667,18,F4
e5_t152,e5_t162,0.0667,10,F4
e5_t163,e5_t167,0.0667,4,F4
e5_t164,e5_t167,0.0667,3,F4
e5_t166,e5_t167,0.1333,1,F4
e5_t174,e5_t175,0.0667,1,F4
e5_t187,e5_t193,0.1333,6,F4
e5_t193,e5_t207,0.0667,14,F4
e5_t194,e5_t207,0.0667,13,F4
e5_t197,e5_t206,0.0667,9,F4
e5_t198,e5_t206,0.0667,8,F4
e5_t199,e5_t206,0.0667,7,F4
e5_t201,e5_t206,0.0667,5,F4
e5_t207,e5_t214,0.0667,7,F4
e5_t208,e5_t214,0.0667,6,F4
e5_t209,e5_t212,0.0667,3,F4
e5_t209,e5_t213,0.0667,4,F4
e5_t210,e5_t212,0.0667,2,F4
e5_t214,e5_t254,0.0667,40,F4
e5_t215,e5_t220,0.0667,5,F4
e5_t216,e5_t219,0.0667,3,F4
e5_t216,e5_t220,0.0667,4,F4
e5_t217,e5_t219,0.0667,2,F4
e5_t222,e5_t224,0.0667,2,F4
e5_t222,e5_t226,0.0667,4,F4
e5_t226,e5_t253,0.0667,27,F4
e5_t227,e5_t231,0.0667,4,F4
e5_t228,e5_t230,0.0667,2,F4
e5_t232,e5_t253,0.0667,21,F4
e5_t243,e5_t244,0.1333,1,F4
e5_t243,e5_t253,0.0667,10,F4
e5_t244,e5_t247,0.0667,3,F4
e5_t246,e5_t247,0.1333,1,F4
e5_t249,e5_t253,0.0667,4,F4
e5_t252,e5_t253,0.0667,1,F4
e5_t3,e5_t127,0.0667,124,F4
e5_t4,e5_t5,0.1333,1,F4
e5_t4,e5_t127,0.0667,123,F4
e5_t5,e5_t126,0.0667,121,F4
e5_t17,e5_t43,0.0667,26,F4
e5_t20,e5_t43,0.0667,23,F4
e5_t22,e5_t27,0.0667,5,F4
e5_t22,e5_t42,0.0667,20,F4
e5_t23,e5_t24,0.0667,1,F4
e5_t28,e5_t42,0.0667,14,F4
e5_t29,e5_t42,0.0667,13,F4
e5_t30,e5_t36,0.0667,6,F4
e5_t38,e5_t42,0.0667,4,F4
e5_t45,e5_t47,0.0667,2,F4
e5_t45,e5_t49,0.0667,4,F4
e5_t56,e5_t79,0.0667,23,F4
e5_t56,e5_t81,0.0667,25,F4
e5_t57,e5_t63,0.0667,6,F4
e5_t65,e5_t71,0.0667,6,F4
e5_t66,e5_t70,0.0667,4,F4
e5_t67,e5_t69,0.0667,2,F4
e5_t72,e5_t79,0.0667,7,F4
e5_t82,e5_t83,0.0667,1,F4
e5_t82,e5_t88,0.0667,6,F4
e5_t83,e5_t84,0.0667,1,F4
e5_t84,e5_t87,0.0667,3,F4
e5_t91,e5_t94,0.0667,3,F4
e5_t97,e5_t102,0.0667,5,F4
e5_t97,e5_t103,0.0667,6,F4
e5_t97,e5_t109,0.0667,12,F4
e5_t104,e5_t109,0.0667,5,F4
e5_t105,e5_t108,0.0667,3,F4
e5_t109,e5_t116,0.0667,7,F4
e5_t110,e5_t116,0.0667,6,F4
e5_t111,e5_t112,0.1333,1,F4
e5_t111,e5_t115,0.0667,4,F4
e5_t112,e5_t114,0.0667,2,F4
e5_t128,e5_t241,0.0667,113,F4
e5_t133,e5_t236,0.0667,103,F4
e5_t134,e5_t139,0.0667,5,F4
e5_t134,e5_t143,0.0667,9,F4
e5_t134,e5_t144,0.0667,10,F4
e5_t135,e5_t136,0.0667,1,F4
e5_t135,e5_t137,0.0667,2,F4
e5_t144,e5_t236,0.0667,92,F4
e5_t145,e5_t149,0.0667,4,F4
e5_t145,e5_t236,0.0667,91,F4
e5_t151,e5_t158,0.0667,7,F4
e5_t151,e5_t159,0.0667,8,F4
e5_t152,e5_t156,0.0667,4,F4
e5_t152,e5_t158,0.0667,6,F4
e5_t159,e5_t160,0.0667,1,F4
e5_t162,e5_t166,0.0667,4,F4
e5_t162,e5_t235,0.0667,73,F4
e5_t163,e5_t165,0.0667,2,F4
e5_t168,e5_t235,0.0667,67,F4
e5_t169,e5_t235,0.0667,66,F4
e5_t170,e5_t181,0.0667,11,F4
e5_t170,e5_t201,0.0667,31,F4
e5_t170,e5_t210,0.0667,40,F4
e5_t175,e5_t180,0.0667,5,F4
e5_t176,e5_t179,0.0667,3,F4
e5_t178,e5_t179,0.0667,1,F4
e5_t182,e5_t193,0.0667,11,F4
e5_t182,e5_t194,0.0667,12,F4
e5_t182,e5_t201,0.0667,19,F4
e5_t183,e5_t193,0.0667,10,F4
e5_t184,e5_t186,0.0667,2,F4
e5_t188,e5_t193,0.0667,5,F4
e5_t195,e5_t200,0.0667,5,F4
e5_t196,e5_t198,0.0667,2,F4
e5_t203,e5_t208,0.0667,5,F4
e5_t203,e5_t209,0.0667,6,F4
e5_t205,e5_t208,0.0667,3,F4
e5_t210,e5_t234,0.0667,24,F4
e5_t210,e5_t235,0.0667,25,F4
e5_t211,e5_t229,0.0667,18,F4
e5_t211,e5_t230,0.0667,19,F4
e5_t212,e5_t217,0.0667,5,F4
e5_t212,e5_t218,0.0667,6,F4
e5_t212,e5_t223,0.0667,11,F4
e5_t212,e5_t228,0.0667,16,F4
e5_t212,e5_t229,0.0667,17,F4
e5_t213,e5_t216,0.0667,3,F4
e5_t213,e5_t217,0.0667,4,F4
e5_t214,e5_t216,0.0667,2,F4
e5_t225,e5_t228,0.0667,3,F4
e5_t230,e5_t234,0.0667,4,F4
e5_t231,e5_t234,0.0667,3,F4
e5_t237,e5_t240,0.0667,3,F4
e5_t238,e5_t240,0.0667,2,F4
e5_t242,e5_t247,0.0667,5,F4
e5_t243,e5_t246,0.0667,3,F4
e5_t243,e5_t247,0.0667,4,F4
e5_t249,e5_t255,0.0667,6,F4
e5_t250,e5_t254,0.0667,4,F4
e5_t251,e5_t254,0.0667,3,F4
e5_t2,e5_t3,0.0667,1,F4
e5_t2,e5_t14,0.0667,12,F4
e5_t4,e5_t13,0.0667,9,F4
e5_t6,e5_t12,0.0667,6,F4
e5_t7,e5_t12,0.0667,5,F4
e5_t15,e5_t16,0.0667,1,F4
e5_t15,e5_t45,0.0667,30,F4
e5_t16,e5_t32,0.0667,16,F4
e5_t16,e5_t33,0.0667,17,F4
e5_t17,e5_t21,0.0667,4,F4
e5_t17,e5_t23,0.0667,6,F4
e5_t18,e5_t20,0.0667,2,F4
e5_t24,e5_t32,0.0667,8,F4
e5_t25,e5_t32,0.0667,7,F4
e5_t26,e5_t32,0.0667,6,F4
e5_t27,e5_t32,0.0667,5,F4
e5_t33,e5_t45,0.0667,12,F4
e5_t34,e5_t45,0.0667,11,F4
e5_t35,e5_t38,0.0667,3,F4
e5_t35,e5_t44,0.0667,9,F4
e5_t39,e5_t44,0.0667,5,F4
e5_t40,e5_t43,0.0667,3,F4
e5_t46,e5_t173,0.0667,127,F4
e5_t46,e5_t216,0.0667,170,F4
e5_t46,e5_t217,0.0667,171,F4
e5_t47,e5_t55,0.0667,8,F4
e5_t47,e5_t56,0.0667,9,F4
e5_t47,e5_t61,0.0667,14,F4
e5_t47,e5_t62,0.0667,15,F4
e5_t47,e5_t167,0.0667,120,F4
e5_t62,e5_t163,0.0667,101,F4
e5_t62,e5_t164,0.0667,102,F4
e5_t63,e5_t99,0.0667,36,F4
e5_t64,e5_t67,0.0667,3,F4
e5_t64,e5_t99,0.0667,35,F4
e5_t68,e5_t99,0.0667,31,F4
e5_t70,e5_t92,0.0667,22,F4
e5_t70,e5_t93,0.0667,23,F4
e5_t70,e5_t98,0.0667,28,F4
e5_t71,e5_t92,0.0667,21,F4
e5_t72,e5_t90,0.0667,18,F4
e5_t72,e5_t91,0.0667,19,F4
e5_t73,e5_t79,0.0667,6,F4
e5_t74,e5_t75,0.0667,1,F4
e5_t74,e5_t77,0.0667,3,F4
e5_t79,e5_t90,0.0667,11,F4
e5_t80,e5_t90,0.0667,10,F4
e5_t81,e5_t88,0.0667,7,F4
e5_t94,e5_t97,0.0667,3,F4
e5_t101,e5_t162,0.0667,61,F4
e5_t107,e5_t161,0.0667,54,F4
e5_t130,e5_t131,0.0667,1,F4
e5_t131,e5_t143,0.0667,12,F4
e5_t131,e5_t145,0.0667,14,F4
e5_t132,e5_t141,0.0667,9,F4
e5_t132,e5_t142,0.0667,10,F4
e5_t143,e5_t144,0.0667,1,F4
e5_t175,e5_t216,0.0667,41,F4
e5_t181,e5_t215,0.0667,34,F4
e5_t183,e5_t215,0.0667,32,F4
e5_t184,e5_t215,0.0667,31,F4
e5_t193,e5_t210,0.0667,17,F4
e5_t194,e5_t199,0.0667,5,F4
e5_t200,e5_t210,0.0667,10,F4
e5_t214,e5_t215,0.0667,1,F4
e5_t218,e5_t220,0.0667,2,F4
e5_t223,e5_t241,0.0667,18,F4
e5_t224,e5_t227,0.0667,3,F4
e5_t230,e5_t241,0.0667,11,F4
e5_t231,e5_t240,0.0667,9,F4
e6_t39,e6_t59,0.0667,20,F8
e6_t52,e6_t58,0.0667,6,F8
e6_t54,e6_t57,0.0667,3,F8
e6_t56,e6_t57,0.2,1,F8
e6_t57,e6_t58,0.3333,1,F8
e6_t58,e6_t59,0.2667,1,F8
e6_t92,e6_t93,0.2,1,F8
e6_t93,e6_t94,0.2,1,F8
e6_t94,e6_t106,0.0667,12,F8
e6_t105,e6_t106,0.3333,1,F8
e6_t106,e6_t107,0.2667,1,F8
e6_t129,e6_t130,0.1333,1,F8
e6_t139,e6_t140,0.1333,1,F8
e6_t140,e6_t141,0.2667,1,F8
e6_t141,e6_t142,0.2667,1,F8
e6_t156,e6_t157,0.4,1,F8
e6_t157,e6_t158,0.6,1,F8
e6_t172,e6_t173,0.2,1,F8
e6_t172,e6_t202,0.1333,30,F8
e6_t173,e6_t174,0.2,1,F8
e6_t173,e6_t190,0.0667,17,F8
e6_t173,e6_t191,0.0667,18,F8
e6_t174,e6_t175,0.2,1,F8
e6_t175,e6_t176,0.2,1,F8
e6_t176,e6_t177,0.2,1,F8
e6_t177,e6_t178,0.2,1,F8
e6_t177,e6_t186,0.0667,9,F8
e6_t178,e6_t179,0.2,1,F8
e6_t179,e6_t186,0.1333,7,F8
e6_t185,e6_t186,0.5333,1,F8
e6_t186,e6_t187,0.5333,1,F8
e6_t187,e6_t188,0.1333,1,F8
e6_t188,e6_t189,0.2667,1,F8
e6_t213,e6_t242,0.0667,29,F8
e6_t219,e6_t241,0.0667,22,F8
e6_t220,e6_t221,0.1333,1,F8
e6_t220,e6_t224,0.0667,4,F8
e6_t230,e6_t241,0.0667,11,F8
e6_t231,e6_t241,0.0667,10,F8
e6_t236,e6_t240,0.1333,4,F8
e6_t239,e6_t240,0.3333,1,F8
e6_t240,e6_t241,0.2667,1,F8
e6_t241,e6_t242,0.2,1,F8
e6_t13,e6_t50,0.0667,37,F8
e6_t34,e6_t50,0.0667,16,F8
e6_t35,e6_t50,0.0667,15,F8
e6_t38,e6_t49,0.0667,11,F8
e6_t39,e6_t49,0.0667,10,F8
e6_t47,e6_t48,0.2,1,F8
e6_t48,e6_t49,0.2667,1,F8
e6_t49,e6_t50,0.2,1,F8
e6_t50,e6_t51,0.2,1,F8
e6_t58,e6_t75,0.1333,17,F8
e6_t59,e6_t60,0.1333,1,F8
e6_t59,e6_t73,0.0667,14,F8
e6_t60,e6_t61,0.2667,1,F8
e6_t61,e6_t62,0.3333,1,F8
e6_t61,e6_t71,0.0667,10,F8
e6_t61,e6_t73,0.0667,12,F8
e6_t62,e6_t63,0.1333,1,F8
e6_t70,e6_t71,0.2,1,F8
e6_t71,e6_t72,0.2,1,F8
e6_t72,e6_t73,0.2,1,F8
e6_t73,e6_t74,0.2667,1,F8
e6_t74,e6_t75,0.2667,1,F8
e6_t80,e6_t148,0.0667,68,F8
e6_t81,e6_t82,0.2,1,F8
e6_t82,e6_t83,0.2,1,F8
e6_t82,e6_t147,0.0667,65,F8
e6_t83,e6_t84,0.2,1,F8
e6_t83,e6_t145,0.0667,62,F8
e6_t84,e6_t85,0.3333,1,F8
e6_t85,e6_t86,0.3333,1,F8
e6_t86,e6_t87,0.2,1,F8
e6_t110,e6_t145,0.0667,35,F8
e6_t114,e6_t145,0.0667,31,F8
e6_t115,e6_t145,0.0667,30,F8
e6_t128,e6_t145,0.0667,17,F8
e6_t129,e6_t145,0.0667,16,F8
e6_t141,e6_t144,0.0667,3,F8
e6_t143,e6_t144,0.2667,1,F8
e6_t144,e6_t145,0.2667,1,F8
e6_t145,e6_t146,0.0667,1,F8
e6_t146,e6_t147,0.0667,1,F8
e6_t147,e6_t148,0.1333,1,F8
e6_t148,e6_t149,0.1333,1,F8
e6_t155,e6_t156,0.2667,1,F8
e6_t155,e6_t180,0.0667,25,F8
e6_t155,e6_t181,0.0667,26,F8
e6_t155,e6_t182,0.0667,27,F8
e6_t157,e6_t163,0.0667,6,F8
e6_t189,e6_t190,0.2,1,F8
e6_t194,e6_t202,0.0667,8,F8
e6_t195,e6_t202,0.0667,7,F8
e6_t201,e6_t202,0.2667,1,F8
e6_t202,e6_t203,0.2,1,F8
e6_t237,e6_t238,0.4,1,F8
e6_t238,e6_t239,0.1333,1,F8
e6_t238,e6_t255,0.0667,17,F8
e6_t239,e6_t249,0.0667,10,F8
e6_t3,e6_t28,0.0667,25,F8
e6_t4,e6_t28,0.0667,24,F8
e6_t5,e6_t28,0.0667,23,F8
e6_t6,e6_t28,0.0667,22,F8
e6_t16,e6_t27,0.0667,11,F8
e6_t17,e6_t27,0.0667,10,F8
e6_t18,e6_t19,0.2,1,F8
e6_t19,e6_t20,0.2,1,F8
e6_t19,e6_t26,0.0667,7,F8
e6_t21,e6_t25,0.0667,4,F8
e6_t24,e6_t25,0.1333,1,F8
e6_t25,e6_t26,0.2,1,F8
e6_t26,e6_t27,0.2,1,F8
e6_t27,e6_t28,0.2667,1,F8
e6_t39,e6_t50,0.0667,11,F8
e6_t63,e6_t64,0.2,1,F8
e6_t63,e6_t74,0.0667,11,F8
e6_t81,e6_t100,0.0667,19,F8
e6_t82,e6_t98,0.0667,16,F8
e6_t83,e6_t96,0.0667,13,F8
e6_t84,e6_t91,0.0667,7,F8
e6_t89,e6_t90,0.3333,1,F8
e6_t90,e6_t91,0.2,1,F8
e6_t105,e6_t226,0.0667,121,F8
e6_t107,e6_t108,0.1333,1,F8
e6_t107,e6_t126,0.0667,19,F8
e6_t108,e6_t109,0.2667,1,F8
e6_t108,e6_t123,0.0667,15,F8
e6_t109,e6_t110,0.4667,1,F8
e6_t109,e6_t122,0.0667,13,F8
e6_t110,e6_t111,0.3333,1,F8
e6_t111,e6_t112,0.4,1,F8
e6_t119,e6_t120,0.1333,1,F8
e6_t120,e6_t121,0.1333,1,F8
e6_t121,e6_t122,0.3333,1,F8
e6_t122,e6_t123,0.2,1,F8
e6_t123,e6_t124,0.0667,1,F8
e6_t132,e6_t133,0.1333,1,F8
e6_t133,e6_t134,0.0667,1,F8
e6_t133,e6_t140,0.0667,7,F8
e6_t134,e6_t135,0.1333,1,F8
e6_t156,e6_t224,0.0667,68,F8
e6_t158,e6_t159,0.3333,1,F8
e6_t158,e6_t224,0.0667,66,F8
e6_t169,e6_t170,0.5333,1,F8
e6_t170,e6_t171,0.2667,1,F8
e6_t222,e6_t223,0.2,1,F8
e6_t223,e6_t224,0.2,1,F8
e6_t224,e6_t225,0.2667,1,F8
e6_t225,e6_t226,0.0667,1,F8
e6_t236,e6_t237,0.2667,1,F8
e6_t236,e6_t253,0.0667,17,F8
e6_t236,e6_t254,0.0667,18,F8
e6_t9,e6_t10,0.2,1,F8
e6_t31,e6_t32,0.2,1,F8
e6_t36,e6_t37,0.0667,1,F8
e6_t37,e6_t51,0.0667,14,F8
e6_t38,e6_t39,0.2667,1,F8
e6_t39,e6_t40,0.1333,1,F8
e6_t64,e6_t65,0.4,1,F8
e6_t65,e6_t66,0.2,1,F8
e6_t98,e6_t99,0.2,1,F8
e6_t99,e6_t100,0.2667,1,F8
e6_t100,e6_t101,0.3333,1,F8
e6_t101,e6_t102,0.2667,1,F8
e6_t111,e6_t115,0.0667,4,F8
e6_t115,e6_t116,0.2,1,F8
e6_t125,e6_t160,0.0667,35,F8
e6_t127,e6_t159,0.0667,32,F8
e6_t159,e6_t160,0.1333,1,F8
